"","url","id","age","comments","enjoyment","education","language","color","gender","os","screenW","screenH","browser","botSentence","nFails","condition","totalRT","goal","goalClean","intention1","intention2","knowledge","goalB","goalCleanB","intention1B","intention2B","knowledgeB","goalRT","goalCleanRT","intention1RT","intention2RT","knowledgeRT","goalBRT","goalCleanBRT","intention1BRT","intention2BRT","knowledgeBRT","causeRT","attention1RT","attention2RT","attention2BRT","goalOrder","goalCleanOrder","intention1Order","intention2Order","knowledgeOrder","attention1","attentionBlue","attentionPink","attentionOrange","attentionBlueB","attentionPinkB","attentionOrangeB","causeBlue","causePink","causeOrange","causeB&P","causeP&O","causeB&O","causeAll","causeOther","causeBlue_norm","causePink_norm","causeOrange_norm","causeB&P_norm","causeP&O_norm","causeB&O_norm","causeAll_norm","causeOther_norm","min","flat","max"
"39","https://pcl-study2.github.io/?PROLIFIC_PID=5fa3266353947b4b15a62911&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6012b7d8001b09f5bdb","5fa3266353947b4b15a62911",23,NA,1,3,"Italian",1,"Male","Windows",1920,1080,"Firefox","Michael says to Sarah: It's a beautiful day, isn't it?",0,"condition 2",7.41566666666666,8,2,7,7,6,8,2,6,6,5,6.6,11.945,6.144,11.831,4.968,6.552,5.592,5.688,7.705,5.665,76.951,28.442,35.314,6.863,4,3,2,1,5,2,1,1,0,1,1,0,1,3,1,9,1,1,1,1,0,0.2,0,0.8,0,0,0,0,1,FALSE,1.25
"40","https://pcl-study2.github.io/?PROLIFIC_PID=6009bbacd08d260267e1b5b7&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6d2719e9f8969cd8f6a","6009bbacd08d260267e1b5b7",28,NA,1,3,"Dutch",1,"Male","Windows",1680,1050,"Chrome","Robert says to Sarah: It's a beautiful day, isn't it?",0,"condition 1",4.73126666666666,3,1,3,6,2,7,4,7,6,6,8.475,3.216,5.616,3.255,3.664,2.728,2.144,25.087,2.034,3.328,56.419,11.188,10.989,6.061,1,5,3,2,4,2,1,1,0,1,0,1,6,6,2,8,7,3,1,2,0.185185185185185,0.185185185185185,0.037037037037037,0.259259259259259,0.222222222222222,0.0740740740740741,0,0.037037037037037,1,FALSE,3.375
"41","https://pcl-study2.github.io/?PROLIFIC_PID=5b1fd8a588ee7400012b55cf&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db68a7ec3c1ae408255c0","5b1fd8a588ee7400012b55cf",34,NA,1,4,"Portuguese",1,"Female","Mac",1440,900,"Chrome","John says to Patricia: It's a beautiful day, isn't it?",0,"condition 2",5.96205,5,3,5,5,5,5,3,3,5,3,16.008,6.782,3.745,3.586,5.461,3.111,2.696,2.455,3.04,7.677,68.509,29.371,21.69,7.265,1,5,3,4,2,2,1,1,0,1,1,0,2,2,2,9,2,2,2,2,0,0,0,1,0,0,0,0,2,FALSE,1
"42","https://pcl-study2.github.io/?PROLIFIC_PID=5ff352149cc6b341c16a9b7c&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6b01fd2cc7ac99755c0","5ff352149cc6b341c16a9b7c",29,NA,1,0,"Portuguese",1,"Male","Linux",1366,768,"Chrome","Charles says to Mary: It's a beautiful day, isn't it?",0,"condition 1",5.54863333333333,7,2,6,7,6,6,2,5,6,7,3.682,5.396,15.201,6.081,4.818,4.399,3.062,10.78,3.359,4.658,66.559,21.556,16.188,7.438,5,4,1,2,3,2,1,1,0,0,1,1,3,8,3,9,9,1,6,1,0.0625,0.21875,0.0625,0.25,0.25,0,0.15625,0,1,FALSE,4
"43","https://pcl-study2.github.io/?PROLIFIC_PID=58eb9c6c715f180001f8e89a&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6bdb0357909aa9e2259","58eb9c6c715f180001f8e89a",57,NA,0,3,"English",1,NA,"an unknown OS",768,1024,"Safari","Richard says to Margaret: It's a beautiful day, isn't it?",0,"condition 1",4.91371666666666,4,2,7,2,8,6,3,6,3,4,4.548,7.432,5.565,4.856,12.686,2.652,3.467,4.561,2.392,2.547,47.08,17.231,16.879,13.503,3,2,4,5,1,2,1,1,0,1,1,0,7,7,1,8,1,1,1,8,0.230769230769231,0.230769230769231,0,0.269230769230769,0,0,0,0.269230769230769,1,FALSE,3.25
"44","https://pcl-study2.github.io/?PROLIFIC_PID=5f22da03ddac5b0009e03d3d&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db72b37a8ae668e8f362c","5f22da03ddac5b0009e03d3d",19,NA,2,0,"Polish",1,"Male","Windows",1920,1080,"Chrome","James says to Jennifer: It's a beautiful day, isn't it?",1,"condition 2",3.56648333333333,8,2,7,7,7,7,2,6,6,7,7.244,3.148,4.648,3.127,4.137,2.403,3.861,2.509,3.332,2.232,28.863,7.345,11.428,4.173,1,3,5,2,4,2,1,1,0,1,1,0,3,3,1,9,1,1,1,3,0.142857142857143,0.142857142857143,0,0.571428571428571,0,0,0,0.142857142857143,1,FALSE,1.75
"45","https://pcl-study2.github.io/?PROLIFIC_PID=5f48ec204f5ff43b8365b548&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db69e467895c8642df67d","5f48ec204f5ff43b8365b548",42,NA,1,4,"dutch",1,"Male","Windows",2560,1440,"Firefox","Robert says to Jennifer: It's a beautiful day, isn't it?",0,"condition 2",6.00935,6,2,7,7,7,8,2,8,8,7,10.267,6.352,4.558,5.444,43.876,2.624,5.262,12.276,2.781,5.01,67.793,10.843,14.564,6.987,2,3,4,5,1,2,1,1,0,1,1,0,1,1,5,9,5,5,5,5,0,0,0.142857142857143,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,1,FALSE,3.5
"46","https://pcl-study2.github.io/?PROLIFIC_PID=5ca2619c9cd82b00014fe986&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6cc4361781db8a273c6","5ca2619c9cd82b00014fe986",36,"Unclear what does HIT stand for in your study, hence cannot answer it.",-1,4,"Russian",1,"Male","Windows",2560,1440,"Chrome","Joseph says to Jennifer: It's a beautiful day, isn't it?",0,"condition 2",5.51223333333333,9,5,9,9,9,9,1,9,9,9,4.197,10.78,3.554,3.726,3.95,2.457,3.845,2.932,3.345,3.462,42.371,12.428,16.767,5.285,2,1,5,3,4,2,1,1,0,1,1,0,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,1,FALSE,1
"47","https://pcl-study2.github.io/?PROLIFIC_PID=5c3f53e45149ab0001dc54ce&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db669a0608e914a1f5305","5c3f53e45149ab0001dc54ce",24,"Good luck on your research! (:",1,4,"Portuguese",1,"Female","Mac",1440,900,"Chrome","Michael says to Jennifer: It's a beautiful day, isn't it?",0,"condition 2",7.24701666666666,9,5,6,6,6,7,5,7,7,8,9.485,18.761,7.32,14.885,27.829,6.401,3.804,8.225,4.036,6.194,54.978,17.763,13.778,11.329,5,3,4,2,1,2,1,1,0,1,1,0,2,2,1,9,1,1,1,9,0.0555555555555556,0.0555555555555556,0,0.444444444444444,0,0,0,0.444444444444444,1,FALSE,2.25
"48","https://pcl-study2.github.io/?PROLIFIC_PID=5f26c07138b9f843553d7eba&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db64fca3ead1e081a220b","5f26c07138b9f843553d7eba",22,NA,1,4,"Portuguese",1,"Female","Windows",1366,768,"Chrome","Thomas says to Margaret: It's a beautiful day, isn't it?",0,"condition 2",5.68818333333333,6,4,5,6,5,7,4,6,6,7,18.529,8.207,6.312,8.821,6.116,5.255,2.887,3.135,22.454,6.762,37.704,9.931,18.954,5.705,1,3,4,5,2,2,1,1,0,1,1,0,5,6,1,9,1,1,1,2,0.222222222222222,0.277777777777778,0,0.444444444444444,0,0,0,0.0555555555555556,1,FALSE,2.25
"49","https://pcl-study2.github.io/?PROLIFIC_PID=5daca66b71a51b00113172ce&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db61da7182aa4b9671151","5daca66b71a51b00113172ce",19,NA,1,2,"Polish",1,"Male","Windows",1920,1080,"Chrome","Thomas says to Susan: It's a beautiful day, isn't it?",0,"condition 2",3.61725,7,3,8,5,7,7,4,6,6,3,2.845,4.549,2.803,2.32,6.651,2.749,2.15,2.839,3.044,3.753,29.013,8.549,7.378,6.517,4,2,5,3,1,2,1,1,0,1,1,0,6,5,2,9,4,3,2,2,0.235294117647059,0.176470588235294,0,0.411764705882353,0.117647058823529,0.0588235294117647,0,0,2,FALSE,2.42857142857143
"50","https://pcl-study2.github.io/?PROLIFIC_PID=5a54e4e076d1c60001aacf8b&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6f5b0357909aa9e225d","5a54e4e076d1c60001aacf8b",27,NA,1,3,"English",1,"Female","Windows",1366,768,"Chrome","David says to Sarah: It's a beautiful day, isn't it?",0,"condition 1",4.60575,6,5,7,8,6,6,7,7,8,6,2.562,33.021,3.043,4.154,6.868,1.348,1.576,2.146,2.705,2.845,32.853,9.652,12.912,7.101,2,1,4,5,3,2,1,1,0,1,1,1,5,7,3,9,8,5,8,5,0.0769230769230769,0.153846153846154,0,0.230769230769231,0.192307692307692,0.0769230769230769,0.192307692307692,0.0769230769230769,3,FALSE,4.33333333333333
"51","https://pcl-study2.github.io/?PROLIFIC_PID=5ed52e918cdc6708e5da5b2d&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6c981d95bddff3aaec2","5ed52e918cdc6708e5da5b2d",22,NA,2,0,"Portuguese",1,"Male","Windows",1536,864,"Chrome","William says to Jessica: It's a beautiful day, isn't it?",0,"condition 1",6.1067,9,2,7,7,8,7,2,8,7,8,14.239,4.686,8.032,5.307,6.863,2.135,4.628,3.738,4.104,4.234,68.336,14.338,32.116,8.572,1,3,4,5,2,2,1,1,0,0,1,1,1,1,1,7,7,1,6,8,0,0,0,0.25,0.25,0,0.208333333333333,0.291666666666667,1,FALSE,3
"52","https://pcl-study2.github.io/?PROLIFIC_PID=5f7cd00a9e89fa17074c6277&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db68d3d9d72d55aee4ef0","5f7cd00a9e89fa17074c6277",20,NA,1,0,"polish",1,"Male","Windows",1680,1050,"Chrome","Richard says to Patricia: It's a beautiful day, isn't it?",0,"condition 2",7.1776,6,2,4,3,3,6,2,7,6,8,7.452,6.363,7.572,20.861,7.122,3.952,4.32,5.285,5.655,3.808,76.126,18.414,23.681,6.599,3,4,5,1,2,2,1,1,0,1,1,0,1,6,1,9,5,2,5,6,0,0.185185185185185,0,0.296296296296296,0.148148148148148,0.037037037037037,0.148148148148148,0.185185185185185,1,FALSE,3.375
"53","https://pcl-study2.github.io/?PROLIFIC_PID=5f2f411a314d5632845d1f2d&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db5e02e7c2c1dd6e968eb","5f2f411a314d5632845d1f2d",22,NA,1,4,"Spanish",1,"Female","Mac",1280,800,"Chrome","Robert says to Barbara: It's a beautiful day, isn't it?",0,"condition 2",10.0513833333333,4,5,5,4,5,6,6,6,6,6,3.454,6.09,5.944,3.966,51.543,17.488,8.86,3.951,3.155,3.176,103.485,35.819,22.413,9.133,3,2,5,4,1,3,1,1,0,1,1,0,6,6,3,8,3,4,3,2,0.210526315789474,0.210526315789474,0.0526315789473684,0.315789473684211,0.0526315789473684,0.105263157894737,0.0526315789473684,0,2,FALSE,2.71428571428571
"54","https://pcl-study2.github.io/?PROLIFIC_PID=5fd0fc6090ad80000aac80d9&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6e7ece21fea2535b918","5fd0fc6090ad80000aac80d9",22,NA,1,0,"portuguese",1,"Male","Mac",1440,900,"Chrome","James says to Margaret: It's a beautiful day, isn't it?",0,"condition 1",5.731,9,1,9,8,9,9,1,9,9,9,4.807,7.143,8.676,13.538,7.784,2.416,7.808,8.202,2.988,2.828,44.036,13.347,14.413,6.016,5,2,3,1,4,2,1,1,0,0,1,1,1,1,1,9,9,5,5,5,0,0,0,0.285714285714286,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1,FALSE,3.5
"55","https://pcl-study2.github.io/?PROLIFIC_PID=5ef0a61cc00bfb60b37d8acd&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6dfc0baf0ba7d4be7a2","5ef0a61cc00bfb60b37d8acd",44,NA,2,4,"Polish",1,"Male","Mac",1920,1080,"Chrome","James says to Jennifer: It's a beautiful day, isn't it?",0,"condition 2",6.0439,5,1,7,7,7,8,1,6,7,6,20.689,6.986,7.92,5.096,15.141,6.862,4.23,7.873,13.95,9.292,32.564,18.776,50.467,7.671,2,3,4,5,1,2,1,1,0,1,1,0,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,1,FALSE,1
"56","https://pcl-study2.github.io/?PROLIFIC_PID=5ce5745b1633670001f06f40&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db733c8f43e313723490d","5ce5745b1633670001f06f40",28,NA,1,2,"English",1,"Female","Windows",1536,864,"Chrome","William says to Susan: It's a beautiful day, isn't it?",0,"condition 1",4.58326666666666,7,2,7,7,7,7,2,8,7,8,3.308,3.792,3.593,4.381,9.323,2.844,3.752,3.554,2.623,3.278,60.755,15.514,11.509,8.13,3,4,5,2,1,2,1,1,0,0,1,1,1,8,1,8,4,1,7,4,0,0.269230769230769,0,0.269230769230769,0.115384615384615,0,0.230769230769231,0.115384615384615,1,FALSE,3.25
"57","https://pcl-study2.github.io/?PROLIFIC_PID=5df68b235777b5493eaa217b&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6daf5e9c07c220fc78b","5df68b235777b5493eaa217b",NA,"i have liked the hit, it was nice , it seemed like an old videogame",2,-1,NA,-1,NA,"Windows",1366,768,"Chrome","David says to Patricia: It's a beautiful day, isn't it?",0,"condition 1",6.25381666666666,8,1,8,8,8,8,1,8,8,8,7.075,4.491,12.504,4.711,4.416,2.642,3.533,2.953,2.629,9.451,40.372,35.816,28.222,14.096,4,5,1,2,3,2,1,1,0,0,1,1,1,1,1,9,9,1,1,1,0,0,0,0.5,0.5,0,0,0,1,FALSE,2
"58","https://pcl-study2.github.io/?PROLIFIC_PID=5dcecbe1f3b7c201a9f37264&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db7349104ced3f03092a1","5dcecbe1f3b7c201a9f37264",22,NA,1,2,"English",1,"Female","Windows",1536,864,"Chrome","William says to Mary: It's a beautiful day, isn't it?",0,"condition 2",4.687,9,2,9,9,9,9,2,9,9,9,7.001,7.57,5.328,4.827,10.097,6.133,3.405,3.005,2.83,4.309,28.747,30.475,15.158,12.425,2,5,4,3,1,2,1,1,0,1,1,0,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,1,FALSE,1
"59","https://pcl-study2.github.io/?PROLIFIC_PID=5f4e13a9c6a7d0ae613da383&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db75125e0f662b165545d","5f4e13a9c6a7d0ae613da383",19,NA,1,0,"Polish",1,"Male","Windows",1920,1080,"Chrome","Richard says to Jessica: It's a beautiful day, isn't it?",0,"condition 1",4.31496666666666,9,1,9,9,9,9,1,9,9,9,7.472,3.104,4.784,3.016,8.765,3.502,2.248,2.903,1.487,3.744,29.124,8.094,15.03,5.671,5,3,2,4,1,2,1,1,0,0,1,1,1,1,1,9,9,1,1,1,0,0,0,0.5,0.5,0,0,0,1,FALSE,2
"60","https://pcl-study2.github.io/?PROLIFIC_PID=5eab2e1191f1f20e3aa1f097&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6e0ff14989ceeed7578","5eab2e1191f1f20e3aa1f097",20,NA,1,0,"Polish",1,"Male","Windows",1920,1080,"Firefox","Michael says to Mary: It's a beautiful day, isn't it?",0,"condition 1",6.31711666666666,2,1,5,5,3,2,2,2,5,4,4.861,5.94,13.622,20.727,4.514,3.625,3.742,5.34,2.907,7.533,93.288,13.743,15.941,6.036,5,3,1,2,4,2,1,1,0,1,0,1,9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,FALSE,1
"61","https://pcl-study2.github.io/?PROLIFIC_PID=5c2ca1fd9461620001c07208&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db752ff90daa62059b13a","5c2ca1fd9461620001c07208",28,NA,2,3,"German",1,"Male","Windows",2560,1440,"Firefox","Robert says to Barbara: It's a beautiful day, isn't it?",0,"condition 2",4.53391666666666,9,1,8,9,8,9,1,9,9,9,3.661,4.058,47.12,6.095,2.825,23.436,4.106,3.723,2.933,4.331,23.095,8.023,12.816,7.438,2,5,4,1,3,2,1,1,0,1,1,0,1,1,1,9,1,1,7,1,0,0,0,0.571428571428571,0,0,0.428571428571429,0,1,FALSE,1.75
"62","https://pcl-study2.github.io/?PROLIFIC_PID=5efbb7fab57d8f164eee85b2&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db7100b02065fbcd680f3","5efbb7fab57d8f164eee85b2",18,NA,2,0,"Dutch",1,"Male","Windows",1920,1080,"Chrome","Michael says to Sarah: It's a beautiful day, isn't it?",0,"condition 2",5.95706666666666,8,3,5,6,6,5,3,5,6,7,15.392,8.796,10.635,12.912,11.724,3.855,7.073,3.828,5.978,5.731,75.278,26.056,13.736,5.134,1,5,3,4,2,2,1,1,0,1,1,0,7,7,1,9,1,1,1,4,0.260869565217391,0.260869565217391,0,0.347826086956522,0,0,0,0.130434782608696,1,FALSE,2.875
"63","https://pcl-study2.github.io/?PROLIFIC_PID=6022a354f6e62900095f7152&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db704ee13f2f5d3ec8688","6022a354f6e62900095f7152",23,NA,1,1,"Portuguese",1,"Male","Windows",1920,1080,"Chrome","Richard says to Barbara: It's a beautiful day, isn't it?",0,"condition 2",6.086,7,1,6,4,1,4,1,2,3,1,10.004,5.96,4.532,5.76,11.203,5.094,2.541,4.582,5.459,2.988,30.883,65.661,9.723,3.311,2,4,3,5,1,2,1,1,0,1,1,0,3,3,1,9,1,1,1,1,0.166666666666667,0.166666666666667,0,0.666666666666667,0,0,0,0,1,FALSE,1.5
"64","https://pcl-study2.github.io/?PROLIFIC_PID=5f4653d8a11887021cbf6829&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db72bbc522d6702f3ba5e","5f4653d8a11887021cbf6829",44,NA,1,5,"french",1,"Male","Windows",1920,1080,"Chrome","William says to Linda: It's a beautiful day, isn't it?",0,"condition 2",5.5105,5,5,5,5,5,6,6,8,8,6,12.509,4.992,3.224,2.992,5.136,3.638,1.176,3.696,4.8,2.048,38.884,6.991,16.983,8.943,1,5,2,3,4,2,1,1,0,1,1,0,1,5,1,5,1,1,1,1,0,0.5,0,0.5,0,0,0,0,1,FALSE,1
"65","https://pcl-study2.github.io/?PROLIFIC_PID=5bb51cbd4b8d8e0001f13bcb&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db5bea65301693e94ae82","5bb51cbd4b8d8e0001f13bcb",24,"The follow up questions made me rethink my answer from an earlier question, I would've liked to be able to go back to previous questions",2,0,"Dutch",1,"Male","Windows",1920,1080,"Chrome","David says to Linda: It's a beautiful day, isn't it?",0,"condition 1",7.00125,9,1,9,5,1,9,1,5,5,1,5.497,6.091,14.338,27.613,17.952,6.926,4.409,3.44,2.725,9.114,79.509,31.835,17.81,5.217,3,5,4,1,2,2,1,1,0,0,1,1,1,9,1,1,1,1,9,1,0,0.5,0,0,0,0,0.5,0,1,FALSE,2
"66","https://pcl-study2.github.io/?PROLIFIC_PID=5bc3b9a46bd778000122f880&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6bc7aa668e273fb4b0d","5bc3b9a46bd778000122f880",27,NA,1,4,"Englidh",1,"Female","Windows",1280,720,"Chrome","William says to Mary: It's a beautiful day, isn't it?",0,"condition 1",7.56981666666666,3,2,3,5,5,3,2,3,5,4,5.515,11.764,5.45,6.321,32.836,5.238,3.089,3.018,6.6,7.555,139.235,11.128,13.115,6.982,4,2,5,3,1,2,1,1,0,0,1,1,7,7,1,7,1,1,1,7,0.25,0.25,0,0.25,0,0,0,0.25,1,FALSE,3
"67","https://pcl-study2.github.io/?PROLIFIC_PID=5ec1cb29f5c56c60218058f8&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6de83ccf14d7e9fb89b","5ec1cb29f5c56c60218058f8",32,NA,1,0,"English",1,"Male","Windows",1920,1080,"Chrome","Charles says to Patricia: It's a beautiful day, isn't it?",0,"condition 1",7.13746666666666,5,3,5,7,2,6,3,6,5,3,18.656,5.071,14.16,22.701,13.095,6.295,5.383,6.527,3.591,6.984,80.251,36.566,23.006,9.591,4,5,3,1,2,2,1,1,0,0,1,1,2,8,2,4,4,2,4,3,0,0.461538461538462,0,0.153846153846154,0.153846153846154,0,0.153846153846154,0.0769230769230769,2,FALSE,1.85714285714286
"68","https://pcl-study2.github.io/?PROLIFIC_PID=601574b93eee9a631a2c0ef6&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6e88166b45b217dbab7","601574b93eee9a631a2c0ef6",20,"Everything has been good. Thanks",2,4,"Spanish",1,"Male","Windows",1366,768,"Chrome","Thomas says to Sarah: It's a beautiful day, isn't it?",0,"condition 2",6.69603333333333,6,4,7,5,6,7,3,7,6,6,10.434,3.827,6.417,2.809,3.39,2.536,3.965,2.644,1.642,2.9,40.73,35.217,10.316,10.244,1,2,3,4,5,2,1,1,1,1,1,0,2,2,2,8,5,6,8,4,0,0,0,0.285714285714286,0.142857142857143,0.19047619047619,0.285714285714286,0.0952380952380952,2,FALSE,3
"69","https://pcl-study2.github.io/?PROLIFIC_PID=5f2b196c0c610f4ec3eb5451&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db73c81d95bddff3aaec6","5f2b196c0c610f4ec3eb5451",19,NA,2,0,"Vietnamese",1,"Female","Windows",1280,720,"Chrome","James says to Margaret: It's a beautiful day, isn't it?",1,"condition 2",5.75953333333333,8,4,8,7,8,8,5,8,8,8,7.176,11.5,7.719,14.407,3.559,3.464,2.735,2.031,7.103,3.917,34.619,13.935,12.165,3.038,2,1,4,3,5,2,1,1,0,1,1,0,5,5,1,8,2,2,3,3,0.19047619047619,0.19047619047619,0,0.333333333333333,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.0952380952380952,1,FALSE,2.625
"70","https://pcl-study2.github.io/?PROLIFIC_PID=5f087d17b794b9092316d3c5&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db719b75f15b5142e6315","5f087d17b794b9092316d3c5",29,NA,1,3,"Portuguese",1,"Female","Windows",1920,1080,"Chrome","William says to Margaret: It's a beautiful day, isn't it?",0,"condition 1",6.56906666666666,2,1,4,8,2,6,2,6,5,6,9.034,7.489,11.94,16.1,10.891,5.813,4.06,4.189,3.258,4.635,97.86,13.864,14.234,7.745,3,5,2,1,4,2,1,1,0,0,1,1,1,9,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,FALSE,1
"71","https://pcl-study2.github.io/?PROLIFIC_PID=5f4d2991a6732099daa6e1cb&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db70c3d9d72d55aee4ef7","5f4d2991a6732099daa6e1cb",37,"Thank you for letting me participate.",2,3,"English",1,"Male","Windows",1680,1050,"Chrome","William says to Mary: It's a beautiful day, isn't it?",0,"condition 1",6.86226666666666,7,1,7,6,7,7,2,7,7,7,3.919,7.443,23.009,7.758,5.089,4.202,3.457,3.447,6.504,3.945,76.648,26.775,12.571,7.084,5,2,1,3,4,2,1,1,0,0,1,1,1,9,1,5,5,1,1,1,0,0.5,0,0.25,0.25,0,0,0,1,FALSE,2
"72","https://pcl-study2.github.io/?PROLIFIC_PID=5e73db75adc90335eafa3327&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db71b1b5831c6ef694da3","5e73db75adc90335eafa3327",27,NA,1,4,"portuguese",1,"Female","Linux",1366,768,"Chrome","Michael says to Mary: It's a beautiful day, isn't it?",0,"condition 2",6.9811,4,5,6,7,6,7,5,9,8,9,11.998,10.983,9.555,6.314,29.332,7.175,6.805,7.05,10.588,6.258,62.195,36.613,16.915,9.733,2,4,3,5,1,2,1,1,0,1,1,0,1,1,5,9,5,5,1,5,0,0,0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0,0.166666666666667,1,FALSE,3
"73","https://pcl-study2.github.io/?PROLIFIC_PID=5eb025fae679c6066754ef65&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db643ed0c7c3b00604bb1","5eb025fae679c6066754ef65",39,"It was interesting.",2,4,"Spanish",1,"Female","Windows",1920,1080,"Firefox","William says to Linda: It's a beautiful day, isn't it?",0,"condition 1",9.79431666666666,8,6,7,5,5,7,7,7,7,7,9.786,14.738,12.774,10.609,16.279,3.73,2.848,2.487,3.309,4.012,94.653,47.155,18.732,21.961,4,3,5,2,1,2,1,1,0,0,1,1,3,6,3,7,7,5,1,1,0.08,0.2,0.08,0.24,0.24,0.16,0,0,1,FALSE,3.125
"74","https://pcl-study2.github.io/?PROLIFIC_PID=5f8317f86464260805132588&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db5f730d0176313f9a84d","5f8317f86464260805132588",24,NA,1,4,"Portuguese",1,"Male","Windows",1920,1080,"Chrome","Charles says to Jessica: It's a beautiful day, isn't it?",0,"condition 1",12.2154333333333,2,2,3,3,3,3,2,3,3,3,13.329,4.86,3.073,3.215,1.552,3.718,2.244,2.051,2.104,1.45,29.852,10.662,14.677,10.993,1,2,4,3,5,2,1,1,0,0,1,1,4,5,4,7,7,6,5,4,0,0.1,0,0.3,0.3,0.2,0.1,0,4,FALSE,2
"75","https://pcl-study2.github.io/?PROLIFIC_PID=5f42ae6c826aec4be4c015a8&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db7051aad5af08ade57e9","5f42ae6c826aec4be4c015a8",46,NA,1,4,"Portuguese",1,"Female","Windows",1920,1080,"Chrome","Richard says to Elizabeth: It's a beautiful day, isn't it?",1,"condition 2",7.80078333333333,9,1,9,9,9,9,1,9,9,9,11.685,9.48,5.785,7.374,6.031,3.25,4.382,7.286,3.504,5.504,72.896,24.886,26.541,5.598,1,3,4,2,5,2,1,1,0,1,1,0,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,1,FALSE,1
"76","https://pcl-study2.github.io/?PROLIFIC_PID=5edbdbdb406b0c09c7c89ba5&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db725caafd66231c5d2e4","5edbdbdb406b0c09c7c89ba5",20,NA,1,1,"Portuguese",1,"Female","Mac",1440,900,"Chrome","James says to Susan: It's a beautiful day, isn't it?",0,"condition 2",7.54623333333333,6,2,4,4,4,5,2,4,4,4,31.323,7.126,7.359,6.446,9.636,2.848,7.663,7.653,4.432,4.439,69.233,18.62,13.299,5.146,1,4,2,3,5,2,1,1,0,1,1,0,1,6,1,7,1,1,1,5,0,0.333333333333333,0,0.4,0,0,0,0.266666666666667,1,FALSE,1.875
"77","https://pcl-study2.github.io/?PROLIFIC_PID=5dd4580918beb6449b495198&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db736124740d8e8a27cc8","5dd4580918beb6449b495198",31,NA,1,4,"ITALIAN",1,"Female","Windows",1536,864,"Chrome","Michael says to Jennifer: It's a beautiful day, isn't it?",0,"condition 2",7.33668333333333,5,5,4,1,4,5,4,4,1,5,11.172,48.055,14.826,13.891,10.779,2.657,3.703,2.718,5.437,4.453,56.752,22.163,24.472,4.446,4,1,3,2,5,2,1,1,0,1,1,0,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,1,FALSE,1
